EstablishmentID,EstablishmentNumber,EstablishmentName,State,ProjectCode,ProjectName,FormID,CollectionDate,SampleSource,SalmonellaSPAnalysis,SalmonellaSerotype,SalmonellaPFGEPattern,SalmonellaAlleleCode,SalmonellaFSISNumber,SalmonellaAMRResistanceProfile,CampylobacterAnalysis1ml,CampylobacterAnalysis30ml,CampylobacterSpecies,CampylobacterPFGEPattern,CampylobacterAlleleCode,CampyFSISNumber,CampyAMRResistanceProfile,Weekday,Longitude,Latitude,WeatherDate_Day0,MaxTemp_Day0,MinTemp_Day0,AverageTemp_Day0,Precipitation_Day0,Humidity_Day0,PrecipType_Day0,Snow_Day0,SnowDepth_Day0,WindGust_Day0,WindSpeed_Day0,WindDirection_Day0,Pressure_Day0,CloudCover_Day0,Visibility_Day0,Solar Radiation_Day0,DEW_Day0,WeatherDate_Day1,MaxTemp_Day1,MinTemp_Day1,AverageTemp_Day1,Precipitation_Day1,Humidity_Day1,PrecipType_Day1,Snow_Day1,SnowDepth_Day1,WindGust_Day1,WindSpeed_Day1,WindDirection_Day1,Pressure_Day1,CloudCover_Day1,Visibility_Day1,Solar Radiation_Day1,DEW_Day1,WeatherDate_Day2,MaxTemp_Day2,MinTemp_Day2,AverageTemp_Day2,Precipitation_Day2,Humidity_Day2,PrecipType_Day2,Snow_Day2,SnowDepth_Day2,WindGust_Day2,WindSpeed_Day2,WindDirection_Day2,Pressure_Day2,CloudCover_Day2,Visibility_Day2,Solar Radiation_Day2,DEW_Day2,WeatherDate_Day3,MaxTemp_Day3,MinTemp_Day3,AverageTemp_Day3,Precipitation_Day3,Humidity_Day3,PrecipType_Day3,Snow_Day3,SnowDepth_Day3,WindGust_Day3,WindSpeed_Day3,WindDirection_Day3,Pressure_Day3,CloudCover_Day3,Visibility_Day3,Solar Radiation_Day3,DEW_Day3,Numerical_Weekday
2216,M56+P56,Pilgrim's Pride Corporation,VA,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103148323,2023-03-22 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-78.8701998,38.4706385,2023-03-22,61.5,40.9,51.6,0,44.9,,0,0,20.8,11.9,212.1,1025.1,80.3,9.9,106.5,29.9,2023-03-21,62.9,18.2,40.4,0,49.9,,0,0,19.7,8.1,174.3,1028,1,9.8,208.1,17.1,2023-03-20,50.7,15.9,31.9,0,52.4,,0,0,10.3,5.6,119.9,1026,0,9.9,224.4,13.2,2023-03-19,38.5,22.8,31.2,0,37.3,,0,0,25.3,16.9,298.5,1020.2,10.1,9.9,230.4,7.6,3
2236,P146,"Tyson Foods, Inc,",VA,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103147396,2023-03-22 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Positive,C. jejuni,,"FSIS_Camp - 2516.3040.4402.6705.9632 |
04/05/2023",FSIS22312479,Cip Nal Tet,Wednesday,-76.2999535,40.7380319,2023-03-22,62.2,37.7,50.1,0,40.5,,0,0,20.8,9.1,184.5,1024.9,46.3,9.9,157,25.8,2023-03-21,60.2,24.4,42.5,0,41.7,,0,0,20.8,9.8,248.3,1027.6,11.1,9.9,245.9,16,2023-03-20,50.4,22.8,36.2,0,43.9,,0,0,18.3,8.5,261.1,1024.8,0.4,9.9,241.2,14.4,2023-03-19,35.4,21.6,28.9,0,45.1,"rain, snow",0.1,0,34.4,15.3,283,1018,42.7,9.9,127.3,10,3
2249,M667+P667,Mountaire Farms Inc.,DE,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103147452,2023-03-22 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-75.2207437,38.4603917,2023-03-22,62,39.3,50.5,0,73,,0,0,21.9,11.3,197.5,1027.3,38.6,9.9,174.7,41.8,2023-03-21,59.2,27.7,43.9,0,53.2,,0,0,18.3,10.3,236.5,1029.7,0,9.9,240.9,25,2023-03-20,48.5,23.4,37,0,51.2,,0,0,12.8,7,299.6,1027.1,0,9.9,248.5,19.6,2023-03-19,41,29,36.5,0,42.2,,0,0,27.7,16.3,314,1019.3,0.3,9.9,249,14.7,3
2278,P2178,PERDUE FOODS LLC,DE,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103151200,2023-03-22 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-75.3820922,38.6980472,2023-03-22,65.9,38.9,52.2,0,63.5,,0,0,21.9,15,191.2,1026.8,39,9.9,169.8,39.4,2023-03-21,64.1,29,45.8,0,47.6,,0,0,18.3,12.7,230.9,1029.3,0,9.9,233.6,22.6,2023-03-20,52.1,28.1,39.6,0,41.8,,0,0,10.3,8,284.5,1026.8,0,9.9,252.3,16.9,2023-03-19,41,29,37.5,0,36.7,,0,0,28.8,15,306.4,1019.2,0,9.9,256.8,12.7,3
2351,P7927,"AMICK FARMS, LLC",MD,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103149747,2023-03-22 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-75.8581159,38.6356412,2023-03-22,64.5,39,52.2,0,66.2,,0,0,24.2,12.9,177.8,1027,24.6,9.9,188,39.7,2023-03-21,60.6,28.9,45.1,0,53.3,,0,0,18.3,9.9,202.9,1029.7,6.3,9.9,235.4,24.1,2023-03-20,50.8,26.6,39,0,43.4,,0,0,11.4,8.8,310.5,1027.3,5.3,9.9,258.6,17.4,2023-03-19,43,28.1,36.6,0,36.8,,0,0,28.9,17.9,310.8,1019.9,3.2,9.9,255.5,12.2,3
2526,P1241,"Tyson Foods, Inc.",IN,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103158308,2023-03-22 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-76.2999535,40.7380319,2023-03-22,62.2,37.7,50.1,0,40.5,,0,0,20.8,9.1,184.5,1024.9,46.3,9.9,157,25.8,2023-03-21,60.2,24.4,42.5,0,41.7,,0,0,20.8,9.8,248.3,1027.6,11.1,9.9,245.9,16,2023-03-20,50.4,22.8,36.2,0,43.9,,0,0,18.3,8.5,261.1,1024.8,0.4,9.9,241.2,14.4,2023-03-19,35.4,21.6,28.9,0,45.1,"rain, snow",0.1,0,34.4,15.3,283,1018,42.7,9.9,127.3,10,3
3356,M4653A+P4653A+V4653A,"Agri Star Meat and Poultry,
LLC",IA,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103153793,2023-03-22 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-91.581162,43.087656,2023-03-22,45.7,33.6,40.2,0,89,,0,0,23,12.5,231.5,1012.4,88.2,6.7,61.8,37.1,2023-03-21,54.3,31.3,41.4,0,67.4,,0,0,23,12,127.4,1015.1,73.2,9.9,120.6,30.7,2023-03-20,48.9,30.7,38.4,0,51,,0,0,25.3,13.9,215.7,1014,30.5,9.9,171.1,21.4,2023-03-19,38,10.9,24.6,0,60.1,,0,0.1,28.9,13.5,238.1,1022.5,6.1,9.9,190.3,11.2,3
3571,P1362,"Tyson Foods, Inc.",MO,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103148422,2023-03-22 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Positive,C. coli,,FSIS_Camp - 11.11.11.11.8580 | 04/11/2023,FSIS22312489,Pan-Susceptible,Wednesday,-75.052747,39.526134,2023-03-22,61.1,33.1,47.7,0,67.6,,0,0,24.2,12.7,171.3,1026.7,42.4,9.8,110.8,36.9,2023-03-21,60.4,24.6,42.3,0,53.4,,0,0,21.9,10.3,244.1,1028.8,5.3,9.9,117.1,22.5,2023-03-20,49.3,19.8,35.2,0,51.5,,0,0,17.2,10.3,262.9,1026.3,1.1,9.9,115,17.6,2023-03-19,41.7,25.5,34.9,0,37.2,,0,0,40.3,21,298.3,1018.4,5.5,9.9,119.3,10.8,3
3852,P468,"Peco Foods, Inc.",AR,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103147979,2023-03-22 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Positive,C. jejuni,,FSIS_Camp - 174.191.921.6714 | 04/11/2023,FSIS22312516,Tet,Wednesday,-91.6484427,35.7645792,2023-03-22,72,44.1,59.6,0.02,90.8,rain,0,0,27.5,11.5,178.1,1016.7,76.2,8,57.1,56.6,2023-03-21,47,41,43.6,0.463,78.8,rain,0,0,25.3,10.3,137,1021.7,99.5,9,22.9,36.2,2023-03-20,53.1,29.4,41.3,0,46.4,,0,0,24.2,12.6,176.3,1026.8,4.2,9.9,228.2,21,2023-03-19,44.9,23,33.4,0,43.9,,0,0,17.2,12.4,311.2,1031.6,0,9.9,248.8,12.4,3
3853,P481,"Tyson Foods, Inc.",AR,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103147281,2023-03-22 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-94.1254707,36.1905228,2023-03-22,74.6,51.8,65.4,0,80.2,,0,0,31.7,20.8,194.4,1013,72.9,9.8,90.8,58.8,2023-03-21,50.8,40.6,45.5,0.23,77.8,rain,0,0,31.1,14.9,162.1,1016.4,100,9,20.1,37.9,2023-03-20,54.4,26.3,41.6,0,43,,0,0,33.4,17.1,189.3,1023.1,21.9,9.9,165,20,2023-03-19,42.2,19.7,30.1,0,47.5,,0,0,13.9,8.4,300.2,1031.8,0,9.9,195.5,10.6,3
3858,P1009,Wayne Farms LLC,AR,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103152063,2023-03-22 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-93.3712135,35.0574571,2023-03-22,77.7,50.6,64.1,0.027,80.5,rain,0,0,25.3,9.7,206.6,1015.3,87.2,7.8,121.5,57.5,2023-03-21,51.2,42.4,46.9,0.273,72,rain,0,0,20.8,7.9,118.4,1018.9,100,8.1,16,37,2023-03-20,56.5,22.3,40.9,0,49.9,,0,0,18.3,9.2,172.4,1025.3,28.3,9.3,206.9,20.4,2023-03-19,47.2,26.7,35.3,0,43,,0,0,21.9,10.4,320.7,1031.1,0,9.9,243.5,13.8,3
3870,P5787,Pilgrim's Pride Corporation,LA,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103146580,2023-03-22 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Positive,C. coli,,FSIS_Camp - | 04/05/2023,FSIS22312481,Pan-Susceptible,Wednesday,-93.1075842,31.7249618,2023-03-22,80.6,62.6,69.9,0,76.4,,0,0,27.5,13.9,178.3,1019.8,79.2,9.9,110.8,61.6,2023-03-21,72.2,48.6,58.7,0,61.5,,0,0,24.2,17.2,161.2,1021.3,99,9.9,128,45.4,2023-03-20,59.6,27.2,42.8,0,63.8,,0,0,18.3,12.7,141.9,1028,27.1,9.9,205,27.6,2023-03-19,52.2,31.7,41.5,0,50.7,,0,0,24.2,13.9,331.8,1031.3,0,9.9,218.9,22.8,3
3880,M7100+P7100+V7100,"Tyson Foods, Inc.",AR,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103153139,2023-03-22 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Positive,C. jejuni,,FSIS_Camp - 231.254.307 | 04/17/2023,FSIS32309272,Pan-Susceptible,Wednesday,-94.1254707,36.1905228,2023-03-22,74.6,51.8,65.4,0,80.2,,0,0,31.7,20.8,194.4,1013,72.9,9.8,90.8,58.8,2023-03-21,50.8,40.6,45.5,0.23,77.8,rain,0,0,31.1,14.9,162.1,1016.4,100,9,20.1,37.9,2023-03-20,54.4,26.3,41.6,0,43,,0,0,33.4,17.1,189.3,1023.1,21.9,9.9,165,20,2023-03-19,42.2,19.7,30.1,0,47.5,,0,0,13.9,8.4,300.2,1031.8,0,9.9,195.5,10.6,3
4141,P206+V206,Pilgrim's Pride Corporation,TX,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103148744,2023-03-22 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Positive,Kentucky,,"SALM1.0 - 6805.29.2.22.1 |
04/12/2023",FSIS12320969,Pan-Susceptible,,Negative,,,,,,Wednesday,-94.7544365,31.3344341,2023-03-22,82.7,66.7,72.9,0,78,,0,0,28.8,16.9,170.8,1017.9,77.3,9.8,127.1,65.2,2023-03-21,71.5,48.7,60.5,0,71.6,,0,0,31.3,18.5,152.1,1019.2,100,9.9,96.7,51.2,2023-03-20,56.6,30,44.4,0,56.5,,0,0,20.1,14.4,141,1026.8,45,9.9,159.8,27.8,2023-03-19,55.7,30,43.6,0,51.2,,0,0,22.6,11.2,349.3,1031.5,0,9.9,253.4,24.5,3
4420,P19688+V19688,"Sanderson Farms
Processing, LLC",TX,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103149938,2023-03-22 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Positive,Kentucky,,"SALM1.0 - 6805.37.1.1.35 |
04/12/2023",FSIS22312508,Tet,,Negative,,,,,,Wednesday,-95.6992202,31.7275245,2023-03-22,78.8,64.4,71.7,0.012,84,rain,0,0,28.6,18.3,183.4,1016.4,94.9,8.7,121.8,66.1,2023-03-21,68,48.2,59,0,80.1,,0,0,26.4,13.9,161.5,1017.4,100,9.1,64.7,52.6,2023-03-20,55.4,33.8,45.6,0,47.4,,0,0,21.9,12.7,157,1025.2,73.5,9.9,143.7,25.2,2023-03-19,53.6,30.2,42,0,46.9,,0,0,18.3,13.8,4.5,1031.2,34.9,9.9,253.3,21,3
4487,P308,Koch Foods of Mississippi,MS,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103150363,2023-03-22 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Positive,C. coli,,"FSIS_Camp - 37.42.43.43.270.17939 |
04/17/2023",FSIS12321202,Cip Nal,Wednesday,-89.6657817,32.3135679,2023-03-22,81.4,53.4,66.7,0,65.9,,0,0,25.3,13.6,176.6,1021.2,60.5,9.9,183.9,54.1,2023-03-21,69.3,37.2,53.1,0,50.6,,0,0,23.4,14.8,155.1,1023.6,45.8,9.9,190.1,34.4,2023-03-20,56.6,25.3,39.9,0,52.6,,0,0,9.2,7.1,91.1,1028.5,10.9,9.9,226.1,20.7,2023-03-19,43.5,31.7,38.5,0,48.6,,0,0,25.3,14.4,339.4,1029.7,8.4,9.9,231.1,20.4,3
4496,P6504,"Peco Foods, Inc.",AL,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103150399,2023-03-22 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-87.5655073,33.2040591,2023-03-22,78.8,53.5,64.4,0,49.2,,0,0,19.7,11.4,166.7,1023.1,56.1,8.5,139.5,43.9,2023-03-21,66.8,31.2,49.3,0,50.7,,0,0,18.3,13.8,151.2,1026.1,0,9,163.8,27.8,2023-03-20,54.9,24.5,38.8,0,53,,0,0,11.4,5.8,14.5,1028.7,0,9.9,188.5,19.9,2023-03-19,46.5,30.2,38.5,0,46.7,,0,0,19.7,13.9,340,1028,0,9.9,188.8,18.9,3
4513,P6616+V6616,"Peco Foods, Inc.",MS,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103149393,2023-03-22 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-90.0523146,32.609865,2023-03-22,81.6,53.8,67,0,66.6,,0,0,25.3,13.9,175.8,1021.2,61.8,9.9,177.1,54.6,2023-03-21,69.7,38.6,53.8,0,50.1,,0,0,23.1,15.3,153.2,1023.5,44.8,9.9,171.6,34.8,2023-03-20,57.2,25.1,40.2,0,53.7,,0,0,10.3,6.5,98.5,1028.4,7.8,9.9,268,21.1,2023-03-19,43.1,31.5,38.3,0,50.1,,0,0,24.4,14.9,338.1,1029.8,7.5,9.9,253.3,20.8,3
4534,M19636+P19636,Tyson Foods Inc,TN,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103149523,2023-03-22 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Positive,C. coli,,FSIS_Camp - 98.105.118.1399 | 04/17/2023,FSIS12321199,Pan-Susceptible,Wednesday,-85.9170856,35.2886572,2023-03-22,57.8,44.7,51.1,0.919,84.7,rain,0,0,25.3,12.9,153.7,1023.8,93.4,6.2,28.2,45.8,2023-03-21,57.7,29.7,46.3,0,43,,0,0,23.3,14.7,175.2,1025.6,48.9,9.9,159.9,21.6,2023-03-20,50,17.5,33.6,0,56.4,,0,0,12.8,5.2,357.3,1027.3,0,9.9,290.2,15.9,2023-03-19,33.8,22.1,28.1,0,54.3,,0,0,19.7,13.4,3.4,1026.7,32.6,9.9,215,13.4,3
4567,P1307,Mar-Jac Poultry-AL,AL,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103151972,2023-03-22 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-87.2760356,33.8180823,2023-03-22,74.8,48.5,58.2,0.054,65.7,rain,0,0,17.2,7.1,148,1023.5,69.9,8.9,362.6,45.7,2023-03-21,64.2,28.9,47,0,56.6,,0,0,20.8,12.5,147.3,1026.1,21.9,9.9,418.8,27.8,2023-03-20,53.5,21.2,36.2,0,63.8,,0,0,9.2,6.1,351,1028.4,1.8,9.9,462,21.1,2023-03-19,41,26.9,34,0,56.9,,0,0,21.9,13.8,339.4,1027.8,13.4,9.9,460.8,19.2,3
4595,P6529,"Koch Foods of  Montgomery,
AL",AL,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103155613,2023-03-22 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Positive,C. coli,,"FSIS_Camp - 58.62.236.266.1133x |
04/11/2023",FSIS32309228,Pan-Susceptible,Wednesday,-86.3547844,32.3284278,2023-03-22,78.1,43.1,59.4,0,60.7,,0,0,11.4,7.3,127.6,1024.4,16.9,9.8,229.1,44.5,2023-03-21,66.3,31.8,48.2,0,57.1,,0,0,16.1,10,108.9,1026.8,3.6,9.8,218.2,30.8,2023-03-20,56,27.7,40.9,0,44.3,,0,0,15,10.7,347.6,1028,6,9.9,253,18.1,2023-03-19,50.8,34,43.4,0,37.9,,0,0,23,14.4,332.9,1025.9,7,9.9,272,18.6,3
4783,M20322+P20322,"Keystone Foods, LLC.",AL,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103148588,2023-03-22 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-86.6740494,34.7123877,2023-03-22,59.6,47.7,53.5,0.307,84.3,rain,0,0,16.1,10.5,163.5,1023.5,83.9,8.6,56.3,48.5,2023-03-21,59.7,32.5,48.5,0,46.5,,0,0,21.9,14.1,173,1025.9,74.3,9.1,147.5,26.7,2023-03-20,51,21.7,36.3,0,50.3,,0,0,10.3,7.3,355.9,1028.4,3.3,9.6,243.8,17.2,2023-03-19,38.6,24.7,31.8,0,51.9,,0,0,19.7,13.6,14.2,1027.8,22.1,9.8,232.6,15.8,3
6036,P6164A,"Foster Poultry Farms, LLC",WA,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103151020,2023-03-22 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-122.6523382,45.816651,2023-03-22,64.1,36.6,50.1,0,67.6,,0,0,25.3,11.9,301.3,1008.9,32,9.9,160.3,38.8,2023-03-21,62.9,40,50.2,0.008,69.6,rain,0,0,75.9,14,25.6,1007.7,51.7,9.6,142.3,39.5,2023-03-20,50,44.9,48.2,0.144,82,rain,0,0,25.3,10.9,172.3,1007.5,98.3,9.1,46,42.9,2023-03-19,57.6,42.6,50.1,0.172,69.7,rain,0,0,13.9,7.9,108.6,1007,57.8,9,71.5,40,3
6390,P533,FreeBird Chicken,PA,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103150470,2023-03-22 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-76.4310907,40.4394463,2023-03-22,64.5,38.9,52,0,39.3,,0,0,22.5,9.7,181.7,1025.2,64.4,9.9,198.8,26.4,2023-03-21,60.9,28.2,45.3,0,36,,0,0,20.8,9.2,239.5,1028,27.2,9.9,318,14.7,2023-03-20,51.6,23.3,37.9,0,39.1,,0,0,18.3,9.3,256.6,1025.5,1,9.9,312.6,13.2,2023-03-19,38.5,25.3,32.5,0,39.4,,0,0,33.8,21.3,296,1019,25.6,9.9,229.4,10.3,3
7855,P21234,Perdue Foods LLC,GA,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103153262,2023-03-22 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-83.8174386,34.2669119,2023-03-22,56,43.9,50.9,0.012,61.4,rain,0,0,9.2,8.1,68,1027.1,80,9.5,73.9,36.7,2023-03-21,60.2,33.1,47.4,0,38.2,,0,0,15,12.7,104,1028.3,0,9.9,210.8,20.3,2023-03-20,53,26.9,39.6,0,41.5,,0,0,12.8,12.7,2.9,1026.2,0,9.9,235.2,16.6,2023-03-19,44.9,29,37.5,0,38.2,,0,0,24.2,13.9,310.5,1022.4,0,9.9,247,13.5,3
9820,P32143,Otto's Poultry Inc.,MI,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103151535,2023-03-22 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Positive,Kentucky,,"SALM1.0 - 6805.32.2.2.1 |
04/12/2023",FSIS12320967,Pan-Susceptible,,Negative,,,,,,Wednesday,-84.547939,42.7358404,2023-03-22,49.9,40.9,45.1,0,74.5,,0,0,23,14.8,183.7,1018.2,98,8,38.3,37,2023-03-21,53.9,35.8,45.4,0,40.8,,0,0,18.3,15.9,197.6,1022.7,55.2,9.9,155.4,21.9,2023-03-20,49.9,29,38.4,0,43,,0,0,36.5,24,222.7,1020,12.3,9.9,208.8,16.5,2023-03-19,37,19.8,27.7,0,58.8,,0,0.1,33.1,20.6,253.3,1021.4,27,9.9,211,14.3,3
14002,P34729,White Oak Pastures Inc.,GA,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103162484,2023-03-22 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Positive,C. coli,,FSIS_Camp - 132.140 | 04/17/2023,FSIS12321204,Cip Nal,Wednesday,-84.8651813,31.4996328,2023-03-22,75,47.5,59.2,0,72.7,,0,0,13.9,6,140.4,1025.7,32.4,8.9,75,49.8,2023-03-21,66.1,30.5,47.7,0,62.5,,0,0,13.9,7.6,112.3,1027.6,0,9.6,123.5,32.9,2023-03-20,57.1,29.4,41.4,0,49.9,,0,0,18.3,7.9,350.7,1027.6,0,9.9,144.6,22,2023-03-19,53.6,37.9,46,0,44.1,,0,0,21.9,9.7,335,1024.5,11.4,9.9,143.4,24.2,3
6162776,P45910,"SANDERSON FARMS
PROCESSING, LLC",NC,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103148235,2023-03-22 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-77.6695397,35.2584889,2023-03-22,62.2,39.7,51.5,0.002,68.5,rain,0,0,13.9,7.9,285.6,1028.4,77.7,9.8,87.9,41.2,2023-03-21,63.8,23.9,44.1,0,52.5,,0,0,10.3,8.7,82.6,1030,3.8,9.7,257.3,23,2023-03-20,52,30.7,40.8,0,52.8,,0,0,19.6,13.4,26,1026.5,35.4,9.9,229.3,23.4,2023-03-19,53.3,38.6,47.1,0,38.4,,0,0,21.9,12.7,346.7,1019.6,29.1,9.8,259.4,22.3,3
6164113,P18438B,"Dupont Market, Inc. dba
Grimaud Farms",CA,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103147997,2023-03-22 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Positive,Enteritidis,,"SALM1.0 - 6743.2.4x |
04/12/2023",FSIS12320968,Nal,,Positive,C. jejuni,,"FSIS_Camp - 1194.1924.2665.3892.5241 |
04/17/2023",FSIS12321203,Pan-Susceptible,Wednesday,-121.2542759,37.9629022,2023-03-22,57.8,47.9,52,0.248,80.7,rain,0,0,32.1,24.5,140.4,1011.1,99.5,9.7,111.8,46.1,2023-03-21,60.9,47.9,52.2,0.312,75.2,rain,0,0,49.8,35.9,134.2,998.2,79,9.1,57.9,44.2,2023-03-20,61,47.9,54,0,73.8,,0,0,18.3,20,282.7,1011.4,44.3,9.9,185.8,45.5,2023-03-19,61,53,56.4,0.186,79,rain,0,0,36.6,23.6,151.5,1009.7,97,8.9,62.3,49.7,3
6166200,P1304B,"Farmers Pride Inc. dba: Bell
& Evans",PA,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103152052,2023-03-22 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Wednesday,-76.4095811,40.4432373,2023-03-22,64.4,38.5,52.1,0,38.8,,0,0,20.8,9.8,188.9,1025.3,55.5,9.9,198.8,26.2,2023-03-21,61,27.5,45.2,0,36.1,,0,0,20.8,9.7,240.9,1028,24.3,9.9,318,14.7,2023-03-20,51.6,23.2,37.8,0,39.6,,0,0,18.3,9.4,252.4,1025.5,0.9,9.9,312.6,13.4,2023-03-19,38.5,25.1,32.5,0,38.9,,0,0,35.5,21.9,293.5,1018.8,22,9.9,229.4,10,3
2,P32,"Mar-Jac Poultry, Inc.",GA,HC_CH_CARC01,"HACCP Verification for
Young Chicken Carcasses",103146654,2023-03-23 00:00:00,"Animal-Chicken-Broiler / Young
Chicken Carcass Rinse",Negative,,,,,,,Negative,,,,,,Thursday,-83.8291133,34.2787878,2023-03-23,80,52.1,64.3,0,67.3,,0,0,19.7,10.3,231.8,1022.3,42.4,7.1,235.5,50.7,2023-03-22,56,44,50.9,0.012,61.4,rain,0,0,10.3,8.1,68,1027.1,80,9.5,73.9,36.7,2023-03-21,60.2,33.2,47.5,0,38.1,,0,0,16.1,12.7,103.9,1028.3,0,9.9,210.8,20.3,2023-03-20,53,26.9,39.6,0,41.4,,0,0,12.8,12.7,2.9,1026.2,0,9.9,235.2,16.6,4
